application_date,segment,branch_id,state,zone,no_of_applicants
14-11-2018,1,82,KERALA,SOUTH,21
14-11-2018,1,84,CHHATTISGARH,CENTRAL,10
14-11-2018,1,85,MAHARASHTRA,WEST,50
14-11-2018,1,100,UTTAR PRADESH,EAST,15
14-11-2018,1,101,UTTAR PRADESH,EAST,13
14-11-2018,1,103,BIHAR,EAST,13
14-11-2018,1,104,JHARKHAND,SOUTH,21
14-11-2018,1,105,GUJARAT,WEST,68
14-11-2018,1,111,ANDHRA PRADESH,SOUTH,7
14-11-2018,1,117,MAHARASHTRA,WEST,5
14-11-2018,1,120,TRIPURA,EAST,37
14-11-2018,1,121,KARNATAKA,SOUTH,14
14-11-2018,1,135,MAHARASHTRA,WEST,279
14-11-2018,1,136,TAMIL NADU,SOUTH,146
14-11-2018,1,137,MAHARASHTRA,WEST,68
14-11-2018,1,147,MADHYA PRADESH,CENTRAL,81
14-11-2018,1,159,BIHAR,EAST,14
14-11-2018,1,165,ORISSA,EAST,13
14-11-2018,1,202,UTTARAKHAND,EAST,41
14-11-2018,1,207,GUJARAT,WEST,17
14-11-2018,1,217,BIHAR,EAST,3
14-11-2018,1,248,MAHARASHTRA,WEST,28
14-11-2018,1,249,MAHARASHTRA,WEST,11
14-11-2018,1,250,GUJARAT,WEST,46
14-11-2018,1,251,TRIPURA,EAST,45
14-11-2018,1,254,ASSAM,EAST,18
14-11-2018,1,255,ASSAM,EAST,20
14-11-2018,1,257,GUJARAT,WEST,17
14-11-2018,1,258,HARYANA,NORTH,15
14-11-2018,1,259,HARYANA,NORTH,19
14-11-2018,1,260,TAMIL NADU,SOUTH,15
14-11-2018,1,261,HARYANA,NORTH,16
14-11-2018,1,262,UTTAR PRADESH,EAST,0
14-11-2018,1,263,ANDHRA PRADESH,SOUTH,0
14-11-2018,1,264,PUNJAB,NORTH,0
14-11-2018,1,265,ANDHRA PRADESH,SOUTH,0
14-11-2018,1,266,TELANGANA,SOUTH,0
14-11-2018,1,267,ANDHRA PRADESH,SOUTH,0
14-11-2018,1,268,UTTAR PRADESH,EAST,0
14-11-2018,1,269,UTTAR PRADESH,EAST,0
14-11-2018,1,270,UTTAR PRADESH,EAST,0
14-11-2018,1,271,HARYANA,NORTH,0
15-11-2018,1,1,WEST BENGAL,EAST,121
15-11-2018,1,3,DELHI,NORTH,179
15-11-2018,1,5,KARNATAKA,SOUTH,196
15-11-2018,1,7,WEST BENGAL,EAST,47
15-11-2018,1,8,WEST BENGAL,EAST,35
15-11-2018,1,9,WEST BENGAL,EAST,31
15-11-2018,1,10,WEST BENGAL,EAST,48
15-11-2018,1,11,WEST BENGAL,EAST,43
15-11-2018,1,13,TAMIL NADU,SOUTH,44
15-11-2018,1,14,UTTAR PRADESH,EAST,39
15-11-2018,1,15,PUNJAB,NORTH,52
15-11-2018,1,16,TELANGANA,SOUTH,181
15-11-2018,1,17,ANDHRA PRADESH,SOUTH,11
15-11-2018,1,18,MAHARASHTRA,WEST,71
15-11-2018,1,19,MAHARASHTRA,WEST,103
15-11-2018,1,20,ORISSA,SOUTH,35
15-11-2018,1,21,MAHARASHTRA,WEST,58
15-11-2018,1,29,WEST BENGAL,EAST,26
15-11-2018,1,34,GUJARAT,WEST,132
15-11-2018,1,35,TAMIL NADU,SOUTH,10
15-11-2018,1,36,ASSAM,EAST,95
15-11-2018,1,42,WEST BENGAL,EAST,39
15-11-2018,1,43,TAMIL NADU,SOUTH,20
15-11-2018,1,48,ORISSA,SOUTH,41
15-11-2018,1,61,GUJARAT,WEST,64
15-11-2018,1,62,PUNJAB,NORTH,20
15-11-2018,1,63,JHARKHAND,SOUTH,17
15-11-2018,1,64,KARNATAKA,SOUTH,26
15-11-2018,1,65,ASSAM,EAST,35
15-11-2018,1,66,ANDHRA PRADESH,SOUTH,7
15-11-2018,1,67,GUJARAT,WEST,103
15-11-2018,1,68,GUJARAT,WEST,29
15-11-2018,1,69,TAMIL NADU,SOUTH,18
15-11-2018,1,70,MAHARASHTRA,WEST,24
15-11-2018,1,72,PUNJAB,NORTH,42
15-11-2018,1,73,PUNJAB,NORTH,29
15-11-2018,1,74,MAHARASHTRA,WEST,53
15-11-2018,1,76,TAMIL NADU,SOUTH,10
15-11-2018,1,77,MAHARASHTRA,WEST,25
15-11-2018,1,78,MAHARASHTRA,WEST,34
15-11-2018,1,79,UTTARAKHAND,EAST,42
15-11-2018,1,82,KERALA,SOUTH,21
15-11-2018,1,84,CHHATTISGARH,CENTRAL,6
15-11-2018,1,85,MAHARASHTRA,WEST,39
15-11-2018,1,100,UTTAR PRADESH,EAST,12
15-11-2018,1,101,UTTAR PRADESH,EAST,13
15-11-2018,1,103,BIHAR,EAST,41
15-11-2018,1,104,JHARKHAND,SOUTH,27
15-11-2018,1,105,GUJARAT,WEST,39
15-11-2018,1,111,ANDHRA PRADESH,SOUTH,9
15-11-2018,1,117,MAHARASHTRA,WEST,5
15-11-2018,1,120,TRIPURA,EAST,38
15-11-2018,1,121,KARNATAKA,SOUTH,18
15-11-2018,1,135,MAHARASHTRA,WEST,217
15-11-2018,1,136,TAMIL NADU,SOUTH,93
15-11-2018,1,137,MAHARASHTRA,WEST,30
15-11-2018,1,147,MADHYA PRADESH,CENTRAL,79
15-11-2018,1,159,BIHAR,EAST,33
15-11-2018,1,165,ORISSA,EAST,14
15-11-2018,1,202,UTTARAKHAND,EAST,33
15-11-2018,1,207,GUJARAT,WEST,15
15-11-2018,1,217,BIHAR,EAST,23
15-11-2018,1,248,MAHARASHTRA,WEST,10
15-11-2018,1,249,MAHARASHTRA,WEST,17
15-11-2018,1,250,GUJARAT,WEST,22
15-11-2018,1,251,TRIPURA,EAST,39
15-11-2018,1,254,ASSAM,EAST,19
15-11-2018,1,255,ASSAM,EAST,22
15-11-2018,1,257,GUJARAT,WEST,11
15-11-2018,1,258,HARYANA,NORTH,14
15-11-2018,1,259,HARYANA,NORTH,11
15-11-2018,1,260,TAMIL NADU,SOUTH,13
15-11-2018,1,261,HARYANA,NORTH,19
15-11-2018,1,262,UTTAR PRADESH,EAST,0
15-11-2018,1,263,ANDHRA PRADESH,SOUTH,0
15-11-2018,1,264,PUNJAB,NORTH,0
15-11-2018,1,265,ANDHRA PRADESH,SOUTH,0
15-11-2018,1,266,TELANGANA,SOUTH,0
15-11-2018,1,267,ANDHRA PRADESH,SOUTH,0
15-11-2018,1,268,UTTAR PRADESH,EAST,0
15-11-2018,1,269,UTTAR PRADESH,EAST,0
15-11-2018,1,270,UTTAR PRADESH,EAST,0
15-11-2018,1,271,HARYANA,NORTH,0
16-11-2018,1,1,WEST BENGAL,EAST,155
16-11-2018,1,3,DELHI,NORTH,212
16-11-2018,1,5,KARNATAKA,SOUTH,224
16-11-2018,1,7,WEST BENGAL,EAST,27
16-11-2018,1,8,WEST BENGAL,EAST,42
16-11-2018,1,9,WEST BENGAL,EAST,40
16-11-2018,1,10,WEST BENGAL,EAST,58
16-11-2018,1,11,WEST BENGAL,EAST,33
16-11-2018,1,13,TAMIL NADU,SOUTH,41
16-11-2018,1,14,UTTAR PRADESH,EAST,51
16-11-2018,1,15,PUNJAB,NORTH,51
16-11-2018,1,16,TELANGANA,SOUTH,197
16-11-2018,1,17,ANDHRA PRADESH,SOUTH,23
16-11-2018,1,18,MAHARASHTRA,WEST,68
16-11-2018,1,19,MAHARASHTRA,WEST,81
16-11-2018,1,20,ORISSA,SOUTH,46
16-11-2018,1,21,MAHARASHTRA,WEST,74
16-11-2018,1,29,WEST BENGAL,EAST,33
16-11-2018,1,34,GUJARAT,WEST,150
16-11-2018,1,35,TAMIL NADU,SOUTH,8
16-11-2018,1,36,ASSAM,EAST,105
16-11-2018,1,42,WEST BENGAL,EAST,34
16-11-2018,1,43,TAMIL NADU,SOUTH,7
16-11-2018,1,48,ORISSA,SOUTH,51
16-11-2018,1,61,GUJARAT,WEST,86
16-11-2018,1,62,PUNJAB,NORTH,13
16-11-2018,1,63,JHARKHAND,SOUTH,26
16-11-2018,1,64,KARNATAKA,SOUTH,30
16-11-2018,1,65,ASSAM,EAST,39
16-11-2018,1,66,ANDHRA PRADESH,SOUTH,17
16-11-2018,1,67,GUJARAT,WEST,130
16-11-2018,1,68,GUJARAT,WEST,25
16-11-2018,1,69,TAMIL NADU,SOUTH,7
16-11-2018,1,70,MAHARASHTRA,WEST,35
16-11-2018,1,72,PUNJAB,NORTH,33
16-11-2018,1,73,PUNJAB,NORTH,29
16-11-2018,1,74,MAHARASHTRA,WEST,47
16-11-2018,1,76,TAMIL NADU,SOUTH,12
16-11-2018,1,77,MAHARASHTRA,WEST,15
16-11-2018,1,78,MAHARASHTRA,WEST,34
16-11-2018,1,79,UTTARAKHAND,EAST,50
16-11-2018,1,82,KERALA,SOUTH,18
16-11-2018,1,84,CHHATTISGARH,CENTRAL,5
16-11-2018,1,85,MAHARASHTRA,WEST,26
16-11-2018,1,100,UTTAR PRADESH,EAST,6
16-11-2018,1,101,UTTAR PRADESH,EAST,6
16-11-2018,1,103,BIHAR,EAST,42
16-11-2018,1,104,JHARKHAND,SOUTH,26
16-11-2018,1,105,GUJARAT,WEST,42
16-11-2018,1,111,ANDHRA PRADESH,SOUTH,2
16-11-2018,1,117,MAHARASHTRA,WEST,10
16-11-2018,1,120,TRIPURA,EAST,38
16-11-2018,1,121,KARNATAKA,SOUTH,10
16-11-2018,1,135,MAHARASHTRA,WEST,286
16-11-2018,1,136,TAMIL NADU,SOUTH,155
16-11-2018,1,137,MAHARASHTRA,WEST,81
16-11-2018,1,147,MADHYA PRADESH,CENTRAL,71
16-11-2018,1,159,BIHAR,EAST,43
16-11-2018,1,165,ORISSA,EAST,11
16-11-2018,1,202,UTTARAKHAND,EAST,42
16-11-2018,1,207,GUJARAT,WEST,21
16-11-2018,1,217,BIHAR,EAST,23
16-11-2018,1,248,MAHARASHTRA,WEST,22
16-11-2018,1,249,MAHARASHTRA,WEST,11
16-11-2018,1,250,GUJARAT,WEST,28
16-11-2018,1,251,TRIPURA,EAST,32
16-11-2018,1,254,ASSAM,EAST,20
16-11-2018,1,255,ASSAM,EAST,22
16-11-2018,1,257,GUJARAT,WEST,9
16-11-2018,1,258,HARYANA,NORTH,10
16-11-2018,1,259,HARYANA,NORTH,9
16-11-2018,1,260,TAMIL NADU,SOUTH,8
16-11-2018,1,261,HARYANA,NORTH,16
16-11-2018,1,262,UTTAR PRADESH,EAST,0
16-11-2018,1,263,ANDHRA PRADESH,SOUTH,0
16-11-2018,1,264,PUNJAB,NORTH,0
16-11-2018,1,265,ANDHRA PRADESH,SOUTH,0
16-11-2018,1,266,TELANGANA,SOUTH,0
16-11-2018,1,267,ANDHRA PRADESH,SOUTH,0
16-11-2018,1,268,UTTAR PRADESH,EAST,0
16-11-2018,1,269,UTTAR PRADESH,EAST,0
16-11-2018,1,270,UTTAR PRADESH,EAST,0
16-11-2018,1,271,HARYANA,NORTH,0
17-11-2018,1,1,WEST BENGAL,EAST,135
17-11-2018,1,3,DELHI,NORTH,95
17-11-2018,1,5,KARNATAKA,SOUTH,156
17-11-2018,1,7,WEST BENGAL,EAST,27
17-11-2018,1,8,WEST BENGAL,EAST,25
17-11-2018,1,9,WEST BENGAL,EAST,47
17-11-2018,1,10,WEST BENGAL,EAST,51
17-11-2018,1,11,WEST BENGAL,EAST,51
17-11-2018,1,13,TAMIL NADU,SOUTH,27
17-11-2018,1,14,UTTAR PRADESH,EAST,13
17-11-2018,1,15,PUNJAB,NORTH,23
17-11-2018,1,16,TELANGANA,SOUTH,203
17-11-2018,1,17,ANDHRA PRADESH,SOUTH,16
17-11-2018,1,18,MAHARASHTRA,WEST,65
17-11-2018,1,19,MAHARASHTRA,WEST,91
17-11-2018,1,20,ORISSA,SOUTH,36
17-11-2018,1,21,MAHARASHTRA,WEST,73
17-11-2018,1,29,WEST BENGAL,EAST,18
17-11-2018,1,34,GUJARAT,WEST,138
17-11-2018,1,35,TAMIL NADU,SOUTH,8
17-11-2018,1,36,ASSAM,EAST,69
17-11-2018,1,42,WEST BENGAL,EAST,35
17-11-2018,1,43,TAMIL NADU,SOUTH,13
17-11-2018,1,48,ORISSA,SOUTH,35
17-11-2018,1,61,GUJARAT,WEST,71
17-11-2018,1,62,PUNJAB,NORTH,11
17-11-2018,1,63,JHARKHAND,SOUTH,19
17-11-2018,1,64,KARNATAKA,SOUTH,21
17-11-2018,1,65,ASSAM,EAST,17
17-11-2018,1,66,ANDHRA PRADESH,SOUTH,7
17-11-2018,1,67,GUJARAT,WEST,94
17-11-2018,1,68,GUJARAT,WEST,27
17-11-2018,1,69,TAMIL NADU,SOUTH,23
17-11-2018,1,70,MAHARASHTRA,WEST,35
17-11-2018,1,72,PUNJAB,NORTH,19
17-11-2018,1,73,PUNJAB,NORTH,8
17-11-2018,1,74,MAHARASHTRA,WEST,45
17-11-2018,1,76,TAMIL NADU,SOUTH,8
17-11-2018,1,77,MAHARASHTRA,WEST,13
17-11-2018,1,78,MAHARASHTRA,WEST,43
17-11-2018,1,79,UTTARAKHAND,EAST,11
17-11-2018,1,82,KERALA,SOUTH,3
17-11-2018,1,84,CHHATTISGARH,CENTRAL,8
17-11-2018,1,85,MAHARASHTRA,WEST,29
17-11-2018,1,100,UTTAR PRADESH,EAST,3
17-11-2018,1,101,UTTAR PRADESH,EAST,1
17-11-2018,1,103,BIHAR,EAST,32
17-11-2018,1,104,JHARKHAND,SOUTH,26
17-11-2018,1,105,GUJARAT,WEST,40
17-11-2018,1,111,ANDHRA PRADESH,SOUTH,6
17-11-2018,1,117,MAHARASHTRA,WEST,7
17-11-2018,1,120,TRIPURA,EAST,31
17-11-2018,1,121,KARNATAKA,SOUTH,15
17-11-2018,1,135,MAHARASHTRA,WEST,258
17-11-2018,1,136,TAMIL NADU,SOUTH,121
17-11-2018,1,137,MAHARASHTRA,WEST,55
17-11-2018,1,147,MADHYA PRADESH,CENTRAL,58
17-11-2018,1,159,BIHAR,EAST,17
17-11-2018,1,165,ORISSA,EAST,14
17-11-2018,1,202,UTTARAKHAND,EAST,21
17-11-2018,1,207,GUJARAT,WEST,13
17-11-2018,1,217,BIHAR,EAST,8
17-11-2018,1,248,MAHARASHTRA,WEST,18
17-11-2018,1,249,MAHARASHTRA,WEST,12
17-11-2018,1,250,GUJARAT,WEST,32
17-11-2018,1,251,TRIPURA,EAST,24
17-11-2018,1,254,ASSAM,EAST,10
17-11-2018,1,255,ASSAM,EAST,14
17-11-2018,1,257,GUJARAT,WEST,21
17-11-2018,1,258,HARYANA,NORTH,4
17-11-2018,1,259,HARYANA,NORTH,3
17-11-2018,1,260,TAMIL NADU,SOUTH,10
17-11-2018,1,261,HARYANA,NORTH,19
17-11-2018,1,262,UTTAR PRADESH,EAST,0
17-11-2018,1,263,ANDHRA PRADESH,SOUTH,0
17-11-2018,1,264,PUNJAB,NORTH,0
17-11-2018,1,265,ANDHRA PRADESH,SOUTH,0
17-11-2018,1,266,TELANGANA,SOUTH,0
17-11-2018,1,267,ANDHRA PRADESH,SOUTH,0
17-11-2018,1,268,UTTAR PRADESH,EAST,0
17-11-2018,1,269,UTTAR PRADESH,EAST,0
17-11-2018,1,270,UTTAR PRADESH,EAST,0
17-11-2018,1,271,HARYANA,NORTH,0
18-11-2018,1,1,WEST BENGAL,EAST,108
18-11-2018,1,3,DELHI,NORTH,267
18-11-2018,1,5,KARNATAKA,SOUTH,50
18-11-2018,1,7,WEST BENGAL,EAST,8
18-11-2018,1,8,WEST BENGAL,EAST,31
18-11-2018,1,9,WEST BENGAL,EAST,31
18-11-2018,1,10,WEST BENGAL,EAST,12
18-11-2018,1,11,WEST BENGAL,EAST,42
18-11-2018,1,13,TAMIL NADU,SOUTH,6
18-11-2018,1,14,UTTAR PRADESH,EAST,46
18-11-2018,1,15,PUNJAB,NORTH,42
18-11-2018,1,16,TELANGANA,SOUTH,31
18-11-2018,1,17,ANDHRA PRADESH,SOUTH,1
18-11-2018,1,18,MAHARASHTRA,WEST,24
18-11-2018,1,19,MAHARASHTRA,WEST,61
18-11-2018,1,20,ORISSA,SOUTH,25
18-11-2018,1,21,MAHARASHTRA,WEST,15
18-11-2018,1,29,WEST BENGAL,EAST,10
18-11-2018,1,34,GUJARAT,WEST,28
18-11-2018,1,35,TAMIL NADU,SOUTH,0
18-11-2018,1,36,ASSAM,EAST,28
18-11-2018,1,42,WEST BENGAL,EAST,17
18-11-2018,1,43,TAMIL NADU,SOUTH,0
18-11-2018,1,48,ORISSA,SOUTH,41
18-11-2018,1,61,GUJARAT,WEST,34
18-11-2018,1,62,PUNJAB,NORTH,4
18-11-2018,1,63,JHARKHAND,SOUTH,24
18-11-2018,1,64,KARNATAKA,SOUTH,1
18-11-2018,1,65,ASSAM,EAST,6
18-11-2018,1,66,ANDHRA PRADESH,SOUTH,0
18-11-2018,1,67,GUJARAT,WEST,25
18-11-2018,1,68,GUJARAT,WEST,3
18-11-2018,1,69,TAMIL NADU,SOUTH,2
18-11-2018,1,70,MAHARASHTRA,WEST,9
18-11-2018,1,72,PUNJAB,NORTH,5
18-11-2018,1,73,PUNJAB,NORTH,22
18-11-2018,1,74,MAHARASHTRA,WEST,8
18-11-2018,1,76,TAMIL NADU,SOUTH,1
18-11-2018,1,77,MAHARASHTRA,WEST,8
18-11-2018,1,78,MAHARASHTRA,WEST,13
18-11-2018,1,79,UTTARAKHAND,EAST,17
18-11-2018,1,82,KERALA,SOUTH,0
18-11-2018,1,84,CHHATTISGARH,CENTRAL,10
18-11-2018,1,85,MAHARASHTRA,WEST,6
18-11-2018,1,100,UTTAR PRADESH,EAST,10
18-11-2018,1,101,UTTAR PRADESH,EAST,14
18-11-2018,1,103,BIHAR,EAST,28
18-11-2018,1,104,JHARKHAND,SOUTH,11
18-11-2018,1,105,GUJARAT,WEST,5
18-11-2018,1,111,ANDHRA PRADESH,SOUTH,0
18-11-2018,1,117,MAHARASHTRA,WEST,3
18-11-2018,1,120,TRIPURA,EAST,20
18-11-2018,1,121,KARNATAKA,SOUTH,4
18-11-2018,1,135,MAHARASHTRA,WEST,132
18-11-2018,1,136,TAMIL NADU,SOUTH,23
18-11-2018,1,137,MAHARASHTRA,WEST,23
18-11-2018,1,147,MADHYA PRADESH,CENTRAL,72
18-11-2018,1,159,BIHAR,EAST,14
18-11-2018,1,165,ORISSA,EAST,16
18-11-2018,1,202,UTTARAKHAND,EAST,15
18-11-2018,1,207,GUJARAT,WEST,5
18-11-2018,1,217,BIHAR,EAST,0
18-11-2018,1,248,MAHARASHTRA,WEST,13
18-11-2018,1,249,MAHARASHTRA,WEST,14
18-11-2018,1,250,GUJARAT,WEST,3
18-11-2018,1,251,TRIPURA,EAST,16
18-11-2018,1,254,ASSAM,EAST,0
18-11-2018,1,255,ASSAM,EAST,11
18-11-2018,1,257,GUJARAT,WEST,9
18-11-2018,1,258,HARYANA,NORTH,0
18-11-2018,1,259,HARYANA,NORTH,8
18-11-2018,1,260,TAMIL NADU,SOUTH,0
18-11-2018,1,261,HARYANA,NORTH,0
18-11-2018,1,262,UTTAR PRADESH,EAST,0
18-11-2018,1,263,ANDHRA PRADESH,SOUTH,0
18-11-2018,1,264,PUNJAB,NORTH,0
18-11-2018,1,265,ANDHRA PRADESH,SOUTH,0
18-11-2018,1,266,TELANGANA,SOUTH,0
18-11-2018,1,267,ANDHRA PRADESH,SOUTH,0
18-11-2018,1,268,UTTAR PRADESH,EAST,0
18-11-2018,1,269,UTTAR PRADESH,EAST,0
18-11-2018,1,270,UTTAR PRADESH,EAST,0
18-11-2018,1,271,HARYANA,NORTH,0
19-11-2018,1,1,WEST BENGAL,EAST,174
19-11-2018,1,3,DELHI,NORTH,225
19-11-2018,1,5,KARNATAKA,SOUTH,242
19-11-2018,1,7,WEST BENGAL,EAST,47
19-11-2018,1,8,WEST BENGAL,EAST,29
19-11-2018,1,9,WEST BENGAL,EAST,39
19-11-2018,1,10,WEST BENGAL,EAST,60
19-11-2018,1,11,WEST BENGAL,EAST,69
19-11-2018,1,13,TAMIL NADU,SOUTH,54
19-11-2018,1,14,UTTAR PRADESH,EAST,74
19-11-2018,1,15,PUNJAB,NORTH,75
19-11-2018,1,16,TELANGANA,SOUTH,249
19-11-2018,1,17,ANDHRA PRADESH,SOUTH,18
19-11-2018,1,18,MAHARASHTRA,WEST,86
19-11-2018,1,19,MAHARASHTRA,WEST,157
19-11-2018,1,20,ORISSA,SOUTH,88
19-11-2018,1,21,MAHARASHTRA,WEST,118
19-11-2018,1,29,WEST BENGAL,EAST,28
19-11-2018,1,34,GUJARAT,WEST,137
19-11-2018,1,35,TAMIL NADU,SOUTH,14
19-11-2018,1,36,ASSAM,EAST,117
19-11-2018,1,42,WEST BENGAL,EAST,46
19-11-2018,1,43,TAMIL NADU,SOUTH,12
19-11-2018,1,48,ORISSA,SOUTH,79
19-11-2018,1,61,GUJARAT,WEST,93
19-11-2018,1,62,PUNJAB,NORTH,17
19-11-2018,1,63,JHARKHAND,SOUTH,28
19-11-2018,1,64,KARNATAKA,SOUTH,34
19-11-2018,1,65,ASSAM,EAST,59
19-11-2018,1,66,ANDHRA PRADESH,SOUTH,16
19-11-2018,1,67,GUJARAT,WEST,202
19-11-2018,1,68,GUJARAT,WEST,47
19-11-2018,1,69,TAMIL NADU,SOUTH,15
19-11-2018,1,70,MAHARASHTRA,WEST,32
19-11-2018,1,72,PUNJAB,NORTH,30
19-11-2018,1,73,PUNJAB,NORTH,32
19-11-2018,1,74,MAHARASHTRA,WEST,72
19-11-2018,1,76,TAMIL NADU,SOUTH,27
19-11-2018,1,77,MAHARASHTRA,WEST,33
19-11-2018,1,78,MAHARASHTRA,WEST,56
19-11-2018,1,79,UTTARAKHAND,EAST,47
19-11-2018,1,82,KERALA,SOUTH,25
19-11-2018,1,84,CHHATTISGARH,CENTRAL,10
19-11-2018,1,85,MAHARASHTRA,WEST,66
19-11-2018,1,100,UTTAR PRADESH,EAST,26
19-11-2018,1,101,UTTAR PRADESH,EAST,11
19-11-2018,1,103,BIHAR,EAST,55
19-11-2018,1,104,JHARKHAND,SOUTH,28
19-11-2018,1,105,GUJARAT,WEST,57
19-11-2018,1,111,ANDHRA PRADESH,SOUTH,6
19-11-2018,1,117,MAHARASHTRA,WEST,24
19-11-2018,1,120,TRIPURA,EAST,55
19-11-2018,1,121,KARNATAKA,SOUTH,14
19-11-2018,1,135,MAHARASHTRA,WEST,286
19-11-2018,1,136,TAMIL NADU,SOUTH,152
19-11-2018,1,137,MAHARASHTRA,WEST,67
19-11-2018,1,147,MADHYA PRADESH,CENTRAL,127
19-11-2018,1,159,BIHAR,EAST,72
19-11-2018,1,165,ORISSA,EAST,14
19-11-2018,1,202,UTTARAKHAND,EAST,48
19-11-2018,1,207,GUJARAT,WEST,23
19-11-2018,1,217,BIHAR,EAST,19
19-11-2018,1,248,MAHARASHTRA,WEST,36
19-11-2018,1,249,MAHARASHTRA,WEST,4
19-11-2018,1,250,GUJARAT,WEST,39
19-11-2018,1,251,TRIPURA,EAST,57
19-11-2018,1,254,ASSAM,EAST,33
19-11-2018,1,255,ASSAM,EAST,21
19-11-2018,1,257,GUJARAT,WEST,21
19-11-2018,1,258,HARYANA,NORTH,12
19-11-2018,1,259,HARYANA,NORTH,12
19-11-2018,1,260,TAMIL NADU,SOUTH,11
19-11-2018,1,261,HARYANA,NORTH,20
19-11-2018,1,262,UTTAR PRADESH,EAST,0
19-11-2018,1,263,ANDHRA PRADESH,SOUTH,0
19-11-2018,1,264,PUNJAB,NORTH,0
19-11-2018,1,265,ANDHRA PRADESH,SOUTH,0
19-11-2018,1,266,TELANGANA,SOUTH,0
19-11-2018,1,267,ANDHRA PRADESH,SOUTH,0
19-11-2018,1,268,UTTAR PRADESH,EAST,0
19-11-2018,1,269,UTTAR PRADESH,EAST,0
19-11-2018,1,270,UTTAR PRADESH,EAST,0
19-11-2018,1,271,HARYANA,NORTH,0
20-11-2018,1,1,WEST BENGAL,EAST,148
20-11-2018,1,3,DELHI,NORTH,183
20-11-2018,1,5,KARNATAKA,SOUTH,200
20-11-2018,1,7,WEST BENGAL,EAST,40
20-11-2018,1,8,WEST BENGAL,EAST,35
20-11-2018,1,9,WEST BENGAL,EAST,33
20-11-2018,1,10,WEST BENGAL,EAST,41
20-11-2018,1,11,WEST BENGAL,EAST,34
20-11-2018,1,13,TAMIL NADU,SOUTH,39
20-11-2018,1,14,UTTAR PRADESH,EAST,46
20-11-2018,1,15,PUNJAB,NORTH,47
20-11-2018,1,16,TELANGANA,SOUTH,195
20-11-2018,1,17,ANDHRA PRADESH,SOUTH,8
20-11-2018,1,18,MAHARASHTRA,WEST,80
20-11-2018,1,19,MAHARASHTRA,WEST,97
20-11-2018,1,20,ORISSA,SOUTH,50
20-11-2018,1,21,MAHARASHTRA,WEST,86
20-11-2018,1,29,WEST BENGAL,EAST,15
20-11-2018,1,34,GUJARAT,WEST,141
20-11-2018,1,35,TAMIL NADU,SOUTH,11
20-11-2018,1,36,ASSAM,EAST,92
20-11-2018,1,42,WEST BENGAL,EAST,26
20-11-2018,1,43,TAMIL NADU,SOUTH,11
20-11-2018,1,48,ORISSA,SOUTH,48
20-11-2018,1,61,GUJARAT,WEST,97
20-11-2018,1,62,PUNJAB,NORTH,10
20-11-2018,1,63,JHARKHAND,SOUTH,21
20-11-2018,1,64,KARNATAKA,SOUTH,25
20-11-2018,1,65,ASSAM,EAST,39
20-11-2018,1,66,ANDHRA PRADESH,SOUTH,7
20-11-2018,1,67,GUJARAT,WEST,140
20-11-2018,1,68,GUJARAT,WEST,28
20-11-2018,1,69,TAMIL NADU,SOUTH,14
20-11-2018,1,70,MAHARASHTRA,WEST,36
20-11-2018,1,72,PUNJAB,NORTH,20
20-11-2018,1,73,PUNJAB,NORTH,20
20-11-2018,1,74,MAHARASHTRA,WEST,59
20-11-2018,1,76,TAMIL NADU,SOUTH,19
20-11-2018,1,77,MAHARASHTRA,WEST,28
20-11-2018,1,78,MAHARASHTRA,WEST,49
20-11-2018,1,79,UTTARAKHAND,EAST,24
20-11-2018,1,82,KERALA,SOUTH,15
20-11-2018,1,84,CHHATTISGARH,CENTRAL,10
20-11-2018,1,85,MAHARASHTRA,WEST,46
20-11-2018,1,100,UTTAR PRADESH,EAST,10
20-11-2018,1,101,UTTAR PRADESH,EAST,9
20-11-2018,1,103,BIHAR,EAST,66
20-11-2018,1,104,JHARKHAND,SOUTH,26
20-11-2018,1,105,GUJARAT,WEST,44
20-11-2018,1,111,ANDHRA PRADESH,SOUTH,2
20-11-2018,1,117,MAHARASHTRA,WEST,2
20-11-2018,1,120,TRIPURA,EAST,38
20-11-2018,1,121,KARNATAKA,SOUTH,14
20-11-2018,1,135,MAHARASHTRA,WEST,220
20-11-2018,1,136,TAMIL NADU,SOUTH,144
20-11-2018,1,137,MAHARASHTRA,WEST,64
20-11-2018,1,147,MADHYA PRADESH,CENTRAL,53
20-11-2018,1,159,BIHAR,EAST,32
20-11-2018,1,165,ORISSA,EAST,16
20-11-2018,1,202,UTTARAKHAND,EAST,27
20-11-2018,1,207,GUJARAT,WEST,17
20-11-2018,1,217,BIHAR,EAST,24
20-11-2018,1,248,MAHARASHTRA,WEST,35
20-11-2018,1,249,MAHARASHTRA,WEST,13
20-11-2018,1,250,GUJARAT,WEST,36
20-11-2018,1,251,TRIPURA,EAST,33
20-11-2018,1,254,ASSAM,EAST,15
20-11-2018,1,255,ASSAM,EAST,25
20-11-2018,1,257,GUJARAT,WEST,8
20-11-2018,1,258,HARYANA,NORTH,14
20-11-2018,1,259,HARYANA,NORTH,10
20-11-2018,1,260,TAMIL NADU,SOUTH,13
20-11-2018,1,261,HARYANA,NORTH,13
20-11-2018,1,262,UTTAR PRADESH,EAST,0
20-11-2018,1,263,ANDHRA PRADESH,SOUTH,0
